Player Name,Team,Position,Salary,Years,Total Value,Average Annual,Normalized Name,ab,pa,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"De La Cruz, Elly",Reds,SS,742500,,0,0.0,Elly De La Cruz,618,696,160,89,36,10,25,218,69,31.3,9.9,0.259,0.471,0.339,0.81,0.24,0.428,0.349,0.328,0.322,0.188,75.2,54.0,19.1,13.4,31.8,22.2,7.3,31,91.8,9.7,35.7,12.7,45.7,102.95535404,95.90272362,33.4,43.4
"DeLuca, Jonny",Rays,OF,742400,,0,0.0,Jonny DeLuca,332,362,72,50,12,4,6,77,24,21.3,6.6,0.217,0.331,0.278,0.609,0.23,0.318,0.269,0.272,0.289,0.088,70.8,11.2,8.0,6.2,26.1,20.3,7.6,11,84.6,16.2,32.7,3.9,28.0,96.24111608,92.14905868,24.0,53.8
"Mead, Curtis",Rays,INF,742300,,0,0.0,Curtis Mead,122,132,29,25,3,0,1,30,6,22.7,4.5,0.238,0.287,0.282,0.569,0.24,0.349,0.255,0.28,0.285,0.11,74.0,42.7,15.9,13.0,28.0,22.9,7.3,3,88.8,16.3,36.6,4.3,36.6,99.411624468,93.833557742,23.5,52.4
"Winn, Masyn",Cardinals,SS,742250,,0,0.0,Masyn Winn,587,637,157,105,32,5,15,109,41,17.1,6.4,0.267,0.416,0.314,0.73,0.256,0.358,0.315,0.293,0.305,0.102,70.2,11.5,12.0,9.9,32.2,26.5,7.3,14,87.0,13.2,33.5,3.7,32.7,98.144268452,93.085870398,19.0,47.0
"Kessinger, Grae",Astros,INF,742100,,0,0.0,Grae Kessinger,21,25,0,0,0,0,0,7,3,28.0,12.0,0.0,0.0,0.16,0.16,0.116,0.207,0.112,0.226,0.257,0.091,69.4,4.4,0.0,0.0,27.6,17.8,7.1,2,85.1,11.0,21.4,0.0,21.4,94.793235714,91.832112143,36.5,45.2
"Naylor, Bo",Guardians,C,742100,,0,0.0,Bo Naylor,354,389,71,46,10,2,13,122,29,31.4,7.5,0.201,0.35,0.264,0.614,0.196,0.326,0.269,0.26,0.26,0.13,70.6,9.8,12.9,9.5,31.3,23.2,7.4,20,88.8,19.9,32.6,8.1,37.7,98.72815,93.535266567,28.3,46.9
"Freeman, Tyler",Guardians,OF,742000,,0,0.0,Tyler Freeman,330,383,69,47,14,1,7,53,28,13.8,7.3,0.209,0.321,0.305,0.626,0.236,0.338,0.283,0.302,0.329,0.102,71.7,17.4,13.7,11.6,36.0,30.5,7.2,5,87.7,13.0,30.7,3.2,34.6,98.573015071,93.423975986,16.4,46.9
"Grissom, Vaughn",Red Sox,2,742000,,0,0.0,Vaughn Grissom,105,114,20,17,3,0,0,24,7,21.1,6.1,0.19,0.219,0.246,0.465,0.254,0.337,0.213,0.287,0.305,0.083,69.1,5.1,12.1,9.7,31.9,25.7,7.3,6,86.1,8.3,41.5,4.9,32.9,97.751728293,92.913035244,22.4,45.4
"Doyle, Brenton",Rockies,OF,742000,,0,0.0,Brenton Doyle,542,603,141,90,24,4,23,153,46,25.4,7.6,0.26,0.446,0.317,0.763,0.254,0.436,0.328,0.329,0.315,0.182,70.9,8.1,15.2,10.8,34.3,24.3,7.4,20,89.2,13.2,37.4,10.5,41.4,100.983223096,94.67619269,29.8,51.4
"Toglia, Michael",Rockies,1,742000,,0,0.0,Michael Toglia,399,458,87,45,14,3,25,147,54,32.1,11.8,0.218,0.456,0.311,0.767,0.244,0.503,0.329,0.358,0.334,0.259,73.2,29.3,18.5,12.5,31.8,21.4,7.5,21,92.1,15.1,39.2,17.3,50.2,102.673791797,96.069366471,34.9,45.1
"Loftin, Nick",Royals,INF,741900,,0,0.0,Nick Loftin,148,171,28,23,4,0,1,24,19,14.0,11.1,0.189,0.236,0.282,0.518,0.225,0.305,0.242,0.283,0.314,0.079,69.5,2.3,9.2,8.1,33.7,29.7,7.4,3,83.6,9.9,30.7,3.1,26.0,95.328331587,91.737416905,15.3,42.8
"Fitzgerald, Tyler",Giants,INF,741875,,0,0.0,Tyler Fitzgerald,314,341,88,52,19,2,15,108,22,31.7,6.5,0.28,0.497,0.334,0.831,0.227,0.378,0.357,0.292,0.286,0.151,70.5,7.1,11.0,7.6,31.6,22.0,7.4,3,87.7,20.2,39.1,8.2,31.9,97.5779034,92.79850055,31.2,47.7
"Lee, Korey",White Sox,C,741850,,0,0.0,Korey Lee,377,394,79,52,14,1,12,122,17,31.0,4.3,0.21,0.347,0.244,0.591,0.212,0.338,0.257,0.256,0.246,0.126,71.4,14.1,14.2,9.1,30.1,19.4,7.2,16,88.3,9.6,34.1,7.5,37.6,99.5141412,93.7992936,37.1,58.9
"Ortiz, Joey",Brewers,INF,741500,,0,0.0,Joey Ortiz,440,511,105,63,25,6,11,103,56,20.2,11.0,0.239,0.398,0.329,0.727,0.234,0.343,0.319,0.305,0.328,0.109,73.4,34.8,12.4,10.5,26.5,22.5,7.5,8,87.8,9.9,26.6,4.6,38.4,99.391509467,93.766433018,17.1,39.4
"Busch, Michael",Cubs,DH,741500,,0,0.0,Michael Busch,496,567,123,72,28,2,21,162,63,28.6,11.1,0.248,0.44,0.335,0.775,0.217,0.418,0.336,0.319,0.309,0.202,70.3,11.3,13.3,9.6,35.0,25.2,7.3,18,89.9,17.2,36.4,11.2,39.9,99.992212321,94.35127744,28.4,45.2
"Jones, Jahmai",Yankees,INF,741200,,0,0.0,Jahmai Jones,42,47,10,7,1,1,1,16,2,34.0,4.3,0.238,0.381,0.304,0.685,0.192,0.322,0.302,0.263,0.262,0.13,73.0,28.8,16.2,11.5,35.1,25.0,7.7,1,85.2,15.8,29.6,7.4,40.7,100.023084615,94.240694615,30.9,44.7
"Fry, David",Guardians,C,741100,,0,0.0,David Fry,335,392,88,55,18,1,14,84,42,21.4,10.7,0.263,0.448,0.356,0.804,0.246,0.394,0.347,0.326,0.344,0.149,70.5,9.2,12.7,9.9,29.3,22.9,7.8,20,88.3,19.6,36.9,7.5,37.6,99.146678031,93.715471417,24.8,49.2
"Shewmake, Braden",White Sox,SS,740350,,0,0.0,Braden Shewmake,64,67,8,5,2,0,1,10,1,14.9,1.5,0.125,0.203,0.134,0.337,0.172,0.246,0.144,0.188,0.184,0.074,69.6,5.0,3.3,2.5,34.4,26.3,7.1,0,86.5,14.3,28.6,3.6,26.8,95.829561786,92.007375636,26.3,55.1
"Rocchio, Brayan",Guardians,SS,740200,,0,0.0,Brayan Rocchio,383,442,79,53,18,0,8,90,44,20.4,10.0,0.206,0.316,0.298,0.614,0.21,0.302,0.276,0.275,0.302,0.092,69.5,3.2,7.9,6.1,30.8,23.8,7.3,10,84.6,9.4,36.0,4.0,22.3,95.744136806,91.872068403,24.3,47.9
"McCann, Kyle",Athletics,C,740000,,0,0.0,Kyle McCann,140,157,33,24,4,0,5,59,16,37.6,10.2,0.236,0.371,0.318,0.689,0.184,0.351,0.304,0.274,0.273,0.167,73.6,37.2,16.8,9.6,35.0,20.0,7.8,9,89.6,12.5,30.9,12.3,38.3,100.534877805,94.549176173,45.2,45.9
"Dunn, Oliver",Brewers,INF,740000,,0,0.0,Oliver Dunn,95,104,21,16,2,2,1,40,6,38.5,5.8,0.221,0.316,0.282,0.598,0.207,0.318,0.266,0.263,0.269,0.111,75.2,55.4,11.5,7.2,31.0,19.4,7.6,2,89.1,6.6,33.9,5.4,46.4,100.995258519,94.782023333,36.2,44.3
"Barnhart, Tucker",Diamondbacks,C,740000,,0,0.0,Tucker Barnhart,81,96,14,11,3,0,0,31,13,32.3,13.5,0.173,0.21,0.287,0.497,0.166,0.218,0.239,0.24,0.282,0.052,67.4,2.5,8.4,5.9,31.3,21.8,7.4,2,83.4,3.2,34.6,3.8,23.1,94.614894167,91.53708766,29.8,40.3
"Langford, Wyatt",Rangers,OF,740000,,0,0.0,Wyatt Langford,499,557,126,81,25,4,16,115,51,20.6,9.2,0.253,0.415,0.325,0.74,0.257,0.427,0.321,0.331,0.33,0.17,74.5,48.2,18.4,14.2,31.7,24.4,7.0,8,89.6,16.6,31.3,9.3,43.4,101.211098854,94.807365599,22.9,42.8
"Shenton, Austin",Rays,3,740000,,0,0.0,Austin Shenton,42,50,9,3,5,0,1,14,8,28.0,16.0,0.214,0.405,0.34,0.745,0.2,0.294,0.33,0.288,0.328,0.093,68.9,1.6,6.5,4.7,34.8,25.0,7.2,0,83.9,15.5,50.0,3.6,25.0,94.712728571,91.462829286,35.7,39.6
"Marte, Noelvi",Reds,3,740000,,0,0.0,Noelvi Marte,229,242,48,35,9,0,4,75,9,31.0,3.7,0.21,0.301,0.248,0.549,0.225,0.346,0.243,0.268,0.263,0.12,73.1,33.6,12.5,8.6,26.8,18.5,7.5,8,87.0,11.4,33.5,6.5,36.1,98.631095256,93.351013935,32.1,54.1
"Butler, Lawrence",Athletics,OF,740000,,0,0.0,Lawrence Butler,412,451,108,60,24,2,22,108,35,23.9,7.8,0.262,0.49,0.317,0.807,0.261,0.471,0.345,0.342,0.319,0.21,74.2,43.6,17.6,13.1,32.1,23.9,7.1,12,91.1,11.3,35.1,11.0,47.4,101.824301046,95.302256275,26.9,47.7
"Gelof, Zack",Athletics,2,740000,,0,0.0,Zack Gelof,497,547,105,66,20,2,17,188,38,34.4,6.9,0.211,0.362,0.27,0.632,0.199,0.347,0.276,0.271,0.262,0.148,71.6,11.7,12.0,7.8,30.4,19.8,7.3,23,89.2,14.2,34.4,8.8,37.2,98.970921935,93.611147032,36.4,51.5
"Hernaiz, Darell",Athletics,INF,740000,,0,0.0,Darell Hernaiz,120,135,23,19,3,0,1,27,11,20.0,8.1,0.192,0.242,0.261,0.503,0.228,0.283,0.23,0.271,0.302,0.055,68.6,4.1,13.2,10.4,37.1,29.0,7.1,6,87.1,10.8,30.2,1.0,33.3,97.671361702,92.890300968,24.9,46.5
"Scott II, Victor",Cardinals,OF,740000,,0,0.0,Victor Scott II,145,155,26,15,9,0,2,42,6,27.1,3.9,0.179,0.283,0.219,0.502,0.205,0.309,0.221,0.246,0.245,0.104,69.1,7.0,12.3,9.5,33.8,26.1,6.7,7,88.4,12.1,33.3,5.7,33.3,98.5566202,93.434588081,26.1,50.5
"Alexander, Blaze",Diamondbacks,INF,740000,,0,0.0,Blaze Alexander,166,185,41,31,7,0,3,49,15,26.5,8.1,0.247,0.343,0.321,0.664,0.204,0.281,0.298,0.258,0.282,0.077,73.1,30.4,11.5,8.1,28.2,19.9,7.3,6,88.5,8.5,22.9,3.4,34.7,98.808795,93.553851293,29.6,51.5
"Merrill, Jackson",Padres,OF,740000,,0,0.0,Jackson Merrill,554,593,162,101,31,6,24,101,29,17.0,4.9,0.292,0.5,0.326,0.826,0.3,0.531,0.352,0.369,0.334,0.231,72.2,21.3,15.2,12.3,30.4,24.6,7.5,30,90.4,14.6,39.6,11.3,43.9,100.811784978,94.735707484,20.5,56.9
"Pauley, Graham",Padres,3,740000,,0,0.0,Graham Pauley,32,32,4,2,0,0,2,15,0,46.9,0.0,0.125,0.313,0.125,0.438,0.174,0.322,0.183,0.213,0.174,0.148,67.8,4.3,13.9,10.9,16.7,13.0,6.9,1,85.8,17.7,47.1,5.9,52.9,98.919044444,93.780670588,27.8,51.4
"Encarnacion-Strand, Christian",Reds,1,740000,,0,0.0,Christian Encarnacion-Strand,116,123,22,14,6,0,2,35,4,28.5,3.3,0.19,0.293,0.22,0.513,0.24,0.432,0.223,0.299,0.268,0.192,71.3,15.6,12.6,9.6,29.1,22.2,7.2,1,87.8,15.5,27.7,8.4,37.3,99.937348049,94.262071341,29.4,55.9
