"last_name, first_name","player_id","year","player_age","p_game","p_formatted_ip","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","xiso","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Montgomery, Mason",682254,2024,24,"9","9.2",37,32,6,3,3,0,0,17,5,45.9,13.5,".188",".281",".297","0.578",".204",".343",".266",".295",".311",".139","71.5",16.7,16.3,9.7,20.9,12.5,"7",4,"91.8","5.7",40,13.3,60,"81.72159875","96.647117333",47,52.5
"Houck, Tanner",656557,2024,28,"30","178.2",743,674,156,118,27,0,11,154,48,20.7,6.5,".231",".320",".296","0.616",".257",".384",".276",".313",".321",".127","71.6",22.5,16,12.6,36.8,29,"7.4",17,"89.4","3.8",30.2,5.7,41.8,"78.489312385","94.430703969",22.6,46.8
"Bruihl, Justin",677865,2024,27,"7","5.2",27,24,9,5,3,0,1,5,1,18.5,3.7,".375",".625",".407","1.032",".263",".399",".421",".291",".308",".136","72.2",28.3,12.2,9.4,36.6,28.3,"7.5",1,"91.2","4.1",25,5,60,"81.670961","95.241225",25.4,59.6
"Reyes Jr., Gerardo",622103,2024,31,"3","4.0",18,15,4,2,2,0,0,2,3,11.1,16.7,".267",".400",".389","0.789",".295",".383",".352",".360",".412",".088","69",5.9,9.4,8.8,31.3,29.4,"7.1",0,"92","25",30.8,0,53.8,"85.561341429","94.611231538",13.2,48.1
"Imanaga, Shota",684007,2024,30,"29","173.1",694,662,149,98,23,1,27,174,28,25.1,4,".225",".385",".259","0.644",".234",".390",".279",".286",".268",".156","71.9",23.3,14.2,10.4,31.6,23.1,"7.5",17,"88.6","17.8",36,8.6,39.3,"77.586230864","93.931424733",28.3,55.7
"France, J.P.",641585,2024,29,"5","25.1",121,107,31,18,8,0,5,22,12,18.2,9.9,".290",".505",".364","0.869",".270",".487",".373",".362",".347",".217","72.2",25.7,18.3,13.9,35.8,27.1,"7.6",1,"87.9","19.4",39.5,9.3,32.6,"76.047422326","93.960344767",25.5,42.1
"Penrod, Zach",683068,2024,27,"7","4.0",20,15,3,2,1,0,0,3,4,15,20,".200",".267",".400","0.667",".228",".292",".325",".345",".421",".064","73.1",38.2,8,5.9,24,17.6,"7.6",1,"85.1","18.8",41.7,0,25,"73.459246667","92.388468333",25.6,45.3
"Rainey, Tanner",663432,2024,31,"50","51.0",231,197,47,29,9,1,8,44,29,19,12.6,".239",".416",".346","0.762",".237",".473",".335",".356",".347",".236","71.8",25.3,12.5,9.5,29.9,22.8,"7.4",7,"91.1","25.8",33.8,14.3,42.9,"81.766235844","94.688285098",26,49.1
"Ferguson, Tyler",621053,2024,30,"48","51.1",207,180,32,19,7,2,4,62,24,30,11.6,".178",".306",".282","0.588",".211",".361",".262",".297",".311",".149","71.3",20.9,10.6,7.8,24,17.7,"7.2",7,"88.2","17.3",31.9,8.4,38.7,"76.590678136","94.017449661",26.8,47.9
"Paxton, James",572020,2024,35,"21","100.1",437,379,95,63,18,2,12,73,50,16.7,11.4,".251",".404",".336","0.740",".255",".403",".324",".334",".343",".148","71.4",21.1,15.9,13.1,35.6,29.5,"7.1",14,"90.5","16",32.6,8,43.1,"80.362296013","94.558863072",21.1,47.2
"Doval, Camilo",666808,2024,26,"62","59.0",271,224,54,32,15,2,5,78,39,28.8,14.4,".241",".393",".353","0.746",".187",".317",".327",".288",".313",".131","71.2",22.1,15.7,10.3,33.2,21.8,"7.6",11,"89.5","-0.2",27.6,8.6,42.8,"77.661772838","94.940437415",34.3,43.6
"White, Mitch",669952,2024,29,"13","23.2",110,92,26,16,4,2,4,13,13,11.8,11.8,".283",".500",".370","0.870",".286",".510",".366",".376",".375",".224","71.9",29.9,13.2,11,30.9,25.6,"7.3",2,"89.3","12.4",38.6,8.4,42.2,"78.709074634","94.431125432",16,51.3
"Mercado, Michael",675650,2024,25,"5","13.0",64,54,16,5,2,0,9,10,9,15.6,14.1,".296",".833",".406","1.239",".273",".710",".504",".454",".387",".437","72.3",27.5,14.8,11.9,33,26.6,"7.3",1,"92.4","19.5",45.5,22.7,47.7,"82.790606818","95.390348182",20.3,45.4
"Junk, Janson",676083,2024,28,"6","8.0",48,43,22,15,4,0,3,8,4,16.7,8.3,".512",".814",".542","1.356",".348",".590",".566",".418",".396",".242","71.4",25.3,18.3,15.7,35.2,30.1,"7",0,"90.5","14.3",41.7,11.1,50,"79.117394444","95.570270571",15.1,53.1
"Raley, Brooks",548384,2024,36,"8","7.0",25,21,2,1,1,0,0,9,3,36,12,".095",".143",".200","0.343",".162",".368",".168",".280",".264",".206","71.8",18.4,6.5,5.3,12.9,10.5,"7.6",0,"82.8","15.9",23.1,15.4,30.8,"69.729357143","92.646901538",24.1,45.4
"Faucher, Calvin",676534,2024,28,"53","53.2",235,199,49,34,11,4,0,63,26,26.8,11.1,".246",".342",".339","0.681",".232",".331",".299",".299",".332",".099","71.2",19,14.2,10.6,30.5,22.8,"7.2",11,"89.6","9",32.4,7.7,39.4,"79.359793857","94.07162446",28.1,43.6
"Santillan, Tony",663574,2024,27,"29","30.0",122,113,21,14,3,0,4,46,9,37.7,7.4,".186",".319",".246","0.565",".185",".298",".250",".243",".245",".113","70.9",19.6,10.1,7.1,28.3,20.1,"6.9",3,"90.2","19.7",29.9,6,40.3,"80.446815758","94.230051538",30,50.2
"Garrett, Braxton",666129,2024,26,"7","37.0",161,152,40,27,8,0,5,34,4,21.1,2.5,".263",".414",".304","0.718",".268",".438",".313",".324",".309",".170","72.4",28.5,23.2,18.9,38.9,31.7,"7.5",8,"92.3","9",31.4,8.5,48.3,"82.180876441","96.042057521",21.8,47.6
"Dunning, Dane",641540,2024,29,"26","95.0",421,373,97,59,19,1,18,91,40,21.6,9.5,".260",".461",".340","0.801",".262",".469",".347",".350",".341",".207","72.1",28,17.4,13.7,35.6,28.1,"7.4",6,"90.4","13.6",33.8,10.9,45.8,"79.435209433","95.254082242",23.7,45.5
"Joyce, Ben",690829,2024,23,"31","34.2",142,124,26,23,2,0,1,33,14,23.2,9.9,".210",".250",".310","0.560",".211",".293",".263",".279",".311",".083","70.6",15.9,8.9,6.3,28.4,20.1,"7",4,"87.2","0.2",25.3,4.4,37.4,"74.868110889","93.832791556",29,49.7
"Uwasawa, Naoyuki",683822,2024,30,"2","4.0",16,14,2,1,1,0,0,3,2,18.8,12.5,".143",".214",".250","0.464",".218",".241",".220",".264",".316",".023","73.3",23.8,16.7,14.3,22.2,19,"7.3",1,"80.7","24.9",18.2,0,36.4,"65.977593333","92.851266364",18.5,43.5
"Carrasco, Carlos",471911,2024,37,"21","103.2",447,406,112,62,26,5,19,89,33,19.9,7.4,".276",".505",".336","0.841",".260",".436",".360",".333",".324",".176","72.1",27.2,15.6,12.4,33.6,26.7,"7.5",13,"89.3","10.8",35.3,8.1,38.8,"78.887420443","94.036830506",22.7,48.7
"Anderson, Shaun",641312,2024,29,"6","16.1",85,82,34,21,9,1,3,10,1,11.8,1.2,".415",".659",".424","1.083",".341",".555",".458",".388",".355",".214","71.7",22.4,17.5,15.5,50.5,44.8,"7.2",2,"91.6","15.7",42.5,11,41.1,"83.506315833","94.509590972",13.6,51.2
"Leibrandt, Brandon",605335,2024,31,"2","6.1",32,30,11,8,0,0,3,5,2,15.6,6.3,".367",".667",".406","1.073",".242",".397",".456",".300",".289",".155","71.5",24.5,17.9,14.3,38.5,30.6,"7.6",1,"89.1","9.9",24,12,36,"80.652032308","92.9800128",25,51.3
"Foley, Jason",671345,2024,28,"69","60.0",250,224,51,37,8,1,5,46,20,18.4,8,".228",".339",".293","0.632",".255",".392",".277",".316",".324",".137","71.7",23.8,14.8,11.8,36.7,29.2,"7.2",6,"89.5","7.5",36.8,6.6,41.2,"78.215652333","94.6846625",22.3,49.1
"Civale, Aaron",650644,2024,29,"31","161.0",689,627,158,98,31,0,29,149,52,21.6,7.5,".252",".440",".314","0.754",".243",".393",".327",".309",".308",".151","71.6",22.7,14,11.1,33.4,26.5,"7.4",13,"89.4","17.2",36.5,7.3,39.4,"79.152007238","94.002413711",21.9,45.2
"Bielak, Brandon",656232,2024,28,"16","29.2",140,125,39,24,9,1,5,14,13,10,9.3,".312",".520",".386","0.906",".296",".517",".391",".385",".372",".221","72.3",24.5,14.4,12,35.9,29.9,"7.5",3,"89.2","15.4",36,9.9,38.7,"79.096870714","94.021383243",17.2,45.7
"Hill, Tim",657612,2024,34,"62","67.0",290,265,77,68,7,0,2,31,19,10.7,6.6,".291",".340",".339","0.679",".263",".324",".300",".293",".319",".061","70.7",16.2,14.6,12.8,36.1,31.6,"6.9",4,"88","-6.8",20.2,1.7,40.8,"75.646733932","94.325600427",12.8,50.8
"Almonte, Yency",622075,2024,30,"17","15.2",67,56,9,6,1,1,1,20,8,29.9,11.9,".161",".268",".284","0.552",".199",".307",".249",".283",".317",".108","71.5",19.8,8.1,6.2,25.8,19.8,"7.4",5,"84.5","14.5",32.4,8.1,32.4,"72.425972632","92.640866486",30.9,41.2
"Ribalta, Orlando",687377,2024,26,"4","3.1",23,20,10,8,2,0,0,3,2,13,8.7,".500",".600",".565","1.165",".334",".426",".507",".378",".421",".093","72.3",28.3,16.7,10.9,30,19.6,"7.5",0,"90.4","20.2",47.1,0,35.3,"82.725051111","93.260838235",32.1,54.6
"Pérez, Cionel",672335,2024,28,"62","53.2",238,203,47,33,12,2,0,46,28,19.3,11.8,".232",".310",".338","0.648",".223",".307",".296",".294",".331",".084","71",18.2,12.7,10,33.6,26.4,"7.2",6,"88.3","4.1",29.6,5,34,"76.963449744","93.832232308",23.7,45.9
"Sánchez, Cristopher",650911,2024,27,"31","181.2",754,706,182,135,34,2,11,153,44,20.3,5.8,".258",".358",".301","0.659",".258",".362",".290",".293",".301",".105","72",25.8,13.7,10.3,30.7,23,"7.5",10,"87.4","2.4",30.2,5.4,34.5,"75.18960646","93.870693047",24.3,51.6
"Antone, Tejay",622088,2024,30,"4","2.0",11,7,2,1,1,0,0,2,4,18.2,36.4,".286",".429",".545","0.974",".211",".253",".445",".378",".498",".042","72.7",33.3,0,0,50,33.3,"7.3",0,"88.9","10.3",20,0,40,"81.117933333","93.074514",31.3,34
"Merryweather, Julian",657240,2024,32,"15","15.0",74,61,18,9,8,1,0,14,9,18.9,12.2,".295",".459",".405","0.864",".278",".431",".377",".366",".393",".153","69.5",10,12.7,10,38,30,"7.1",4,"93.5","11.9",39.6,4.2,53.2,"85.830069583","95.644192766",24.2,47.1
"Hendricks, Kyle",543294,2024,34,"29","130.2",567,514,147,110,15,1,21,87,43,15.3,7.6,".286",".442",".340","0.782",".276",".426",".339",".336",".335",".150","71.5",23,13.8,11.4,31.5,26,"7.4",9,"85.9","13",36.4,7.4,33.4,"73.587198843","93.098027796",18.9,46.2
"Brogdon, Connor",641401,2024,29,"4","3.0",19,13,5,0,1,0,4,3,6,15.8,31.6,".385","1.385",".579","1.964",".371","1.007",".715",".610",".570",".636","77.3",57.1,28.6,28.6,42.9,42.9,"8.1",0,"94.2","13.3",40,30,50,"83.925552","97.431237",28.2,40.2
"Valdez, Framber",664285,2024,30,"28","176.1",703,634,140,102,24,1,13,169,55,24,7.8,".221",".323",".287","0.610",".234",".340",".272",".287",".301",".106","72.2",27.5,16.2,12,39.2,29.1,"7.4",21,"90.2","0.4",26,5.3,45,"80.000726364","94.620557662",27.2,45
"McKenzie, Triston",663474,2024,26,"16","75.2",340,288,69,39,10,1,19,74,49,21.8,14.4,".240",".479",".351","0.830",".242",".482",".359",".361",".353",".240","71.8",24,16.7,13.3,36.6,29.2,"7.5",8,"90.7","20",31.6,13,41.9,"80.739328131","94.829605352",23.1,42.5
"Gibson, Kyle",502043,2024,36,"30","169.2",722,641,161,104,30,4,23,151,68,20.9,9.4,".251",".418",".324","0.742",".263",".428",".323",".338",".338",".166","71.9",25.2,15.1,11.5,37.5,28.5,"7.6",18,"88.2","12",34.3,9.2,39.1,"76.558654534","94.071640304",25.9,42.9
"Mahle, Tyler",641816,2024,29,"3","12.2",56,50,14,10,2,1,1,10,4,17.9,7.1,".280",".420",".339","0.759",".251",".357",".329",".300",".318",".107","71.8",33,9.2,6.8,30.8,22.7,"7.2",2,"88.8","16.3",29.3,4.9,34.1,"77.7512375","94.04452775",25.2,48.5
"Englert, Mason",669438,2024,24,"12","21.2",93,87,23,9,9,1,4,16,5,17.2,5.4,".264",".529",".312","0.841",".279",".529",".353",".364",".326",".251","71.7",20.7,18.1,13.6,33.9,25.4,"7.6",3,"89.9","18",35.2,14.1,47.9,"78.232894","95.296691429",27.4,52.1
"Sánchez, Sixto",664350,2024,25,"14","35.2",162,142,43,31,9,0,3,17,14,10.5,8.6,".303",".430",".375","0.805",".277",".426",".354",".345",".354",".149","71",19.7,14.6,13,34.9,31.1,"7.2",2,"90","10.4",29.7,6.3,43.8,"79.716183968","94.492488254",13.2,46.4
"Gilbert, Tyler",656457,2024,30,"6","8.1",38,35,10,8,1,0,1,4,2,10.5,5.3,".286",".400",".342","0.742",".327",".454",".328",".365",".380",".126","71.5",19.7,14.8,12.7,37.7,32.4,"7.1",1,"92","14.9",51.6,3.2,48.4,"83.734311875","94.71923871",14.5,57.2
"Burnes, Corbin",669203,2024,29,"32","194.1",784,731,165,121,21,1,22,181,48,23.1,6.1,".226",".347",".274","0.621",".231",".367",".273",".284",".280",".136","71.6",22.4,13,9.8,32.7,24.6,"7.5",52,"87.5","11",26.8,6.7,31.6,"76.693803832","93.206229159",28.6,48.8
"Hoeing, Bryan",663773,2024,27,"34","53.2",210,196,43,33,5,1,4,43,14,20.5,6.7,".219",".316",".271","0.587",".286",".461",".259",".344",".334",".174","71.6",23.8,19.3,15.2,41.3,32.6,"7.4",7,"90.9","7.2",36.6,7.8,45.8,"80.261962763","95.228734768",22.5,45.5
"Tonkin, Michael",543859,2024,34,"57","79.1",340,297,70,49,14,1,6,85,30,25,8.8,".236",".350",".318","0.668",".253",".392",".296",".321",".334",".139","71.3",17.7,10.9,8.6,29.7,23.4,"7.3",13,"88","12.5",35.9,7.4,35,"76.903440926","93.662756111",23.7,47.2
"Crouse, Hans",668968,2024,25,"25","25.1",107,87,14,8,4,0,2,34,17,31.8,15.9,".161",".276",".311","0.587",".163",".323",".273",".290",".315",".160","71",21.2,12.7,8.3,24.5,16,"7.6",8,"85.4","25.3",31.5,9.3,29.6,"73.615884615","92.614194231",35.4,44.6
"Buehler, Walker",621111,2024,29,"16","75.1",344,308,89,56,15,2,16,64,28,18.6,8.1,".289",".506",".356","0.862",".262",".428",".370",".334",".334",".166","71.3",22.8,12.6,9.9,35.7,27.9,"7.1",7,"88.3","10.8",36.2,6.9,37.8,"77.418332975","93.883231162",19.4,45.4
"Domínguez, Seranthony",622554,2024,29,"63","58.2",255,231,52,31,8,1,12,68,21,26.7,8.2,".225",".424",".294","0.718",".209",".394",".312",".296",".280",".186","71.6",23.8,8.4,6.4,27.2,20.9,"7.4",9,"86.9","16.3",35.4,12.2,32.9,"75.348082346","93.230323272",26.4,47.4
"Miller, Bobby",676272,2024,25,"13","56.0",258,226,69,44,7,1,17,52,30,20.2,11.6,".305",".571",".391","0.962",".296",".528",".411",".394",".384",".232","71.9",25.9,17,13.3,36.4,28.5,"7.4",10,"91.5","10.4",34.5,11.5,47.7,"81.357185581","95.547014269",23.7,46.1
"Cleavinger, Garrett",664076,2024,30,"68","60.0",266,225,52,41,3,2,6,71,31,26.7,11.7,".231",".342",".338","0.680",".231",".370",".308",".321",".342",".138","71.5",23.1,11.2,8,29.6,21,"7.3",12,"86.9","12.5",35,9.6,33.8,"75.131217143","93.391283766",30.3,47.8
"Duran, Jhoan",661395,2024,26,"58","54.1",228,204,48,31,12,1,4,66,15,28.9,6.6,".235",".363",".305","0.668",".208",".287",".292",".259",".282",".079","70.5",18.7,11.6,8.2,29.5,20.9,"6.9",8,"87","-3.1",28.4,3.5,36.2,"74.911012754","93.699657153",32.9,49
"Ryan, Joe",657746,2024,28,"23","135.0",538,507,110,61,24,6,19,147,23,27.3,4.3,".217",".400",".257","0.657",".208",".352",".282",".264",".249",".144","71.2",21.4,10.9,8.1,29.4,21.9,"7.2",17,"88.3","18.5",33.6,8.5,36.6,"77.148522833","93.914347298",26.6,50.9
"Kahnle, Tommy",592454,2024,34,"50","42.2",179,158,30,16,9,0,5,46,19,25.7,10.6,".190",".342",".285","0.627",".203",".334",".278",".284",".297",".131","71.7",21.1,11.5,7.7,27.8,18.7,"7.7",6,"86.2","3.7",24.1,6.3,32.1,"74.119513636","93.096771",36,47.7
"Cole, Gerrit",543037,2024,33,"17","95.0",390,355,78,52,14,1,11,99,29,25.4,7.4,".220",".358",".290","0.648",".226",".376",".286",".296",".296",".150","71.6",20.9,13.8,10.8,32.7,25.6,"7.2",12,"89.7","17",31.6,7.4,39.5,"79.402838516","94.074448672",24.8,48.3
"Turnbull, Spencer",605513,2024,31,"17","54.1",222,197,37,22,9,0,6,58,20,26.1,9,".188",".325",".279","0.604",".229",".380",".272",".311",".316",".151","71.2",20.1,10.6,8.1,27.5,21,"7.3",4,"87.8","10.7",33.1,7.2,42.4,"76.427432143","93.732989209",25.4,42.6
"Ober, Bailey",641927,2024,28,"31","178.2",709,655,136,75,29,5,27,191,43,26.9,6.1,".208",".391",".261","0.652",".209",".371",".282",".279",".264",".162","71.6",23.2,10.7,7.6,31.4,22.3,"7.5",22,"87.5","20.4",34.8,8.3,34.3,"76.699154464","93.270078151",29,52.4
"O'Brien, Riley",676617,2024,29,"8","8.0",46,36,13,8,2,1,2,11,8,23.9,17.4,".361",".639",".478","1.117",".286",".440",".467",".388",".425",".154","69.4",16.1,8.7,7.1,30.4,25,"7",2,"89","17.7",42.3,7.7,42.3,"78.471166923","93.778012692",27.3,39.7
"Jiménez, Dany",666204,2024,30,"25","25.2",117,94,21,8,6,1,6,25,19,21.4,16.2,".223",".500",".350","0.850",".205",".440",".361",".350",".346",".235","71.2",16.9,12,8.8,35,25.7,"7.8",5,"87.2","23.6",29.2,18.1,31.9,"76.440354571","92.987702143",29.3,41.8
"Spence, Mitch",687765,2024,26,"35","151.1",651,598,165,101,41,3,20,126,44,19.4,6.8,".276",".455",".331","0.786",".251",".408",".340",".314",".308",".158","72",25.5,15.3,12.2,33.9,26.9,"7.4",18,"89.5","9.6",30.9,8.4,41.7,"78.960464768","94.185021142",22.5,50.6
"Bermudez, Jonathan",642834,2024,28,"3","6.2",33,28,11,6,3,0,2,4,2,12.1,6.1,".393",".714",".455","1.169",".250",".447",".484",".347",".338",".197","72.4",21.3,20,17,42.5,36.2,"7.2",0,"88.5","20.3",32,12,44,"76.453992308","94.776906",17.3,43
"Crawford, Brandon",543063,2024,37,"1","1.1",10,7,3,3,0,0,0,0,2,0,20,".429",".429",".600","1.029",".311",".438",".474",".436",".518",".128","74.7",50,33.3,33.3,33.3,33.3,"7",0,"84.6","8.3",42.9,0,42.9,"70.31756","94.729102857",0,28.6
"Devenski, Chris",606965,2024,33,"19","26.2",122,108,28,12,6,1,9,24,14,19.7,11.5,".259",".583",".344","0.927",".247",".525",".392",".367",".334",".277","71.7",21.1,13.6,10.3,32.6,24.6,"7.5",3,"91","26.4",33.3,11.9,44,"80.729336429","95.02254",27.1,45
"Muller, Kyle",666205,2024,26,"21","49.1",202,188,48,32,10,0,6,36,10,17.8,5,".255",".404",".292","0.696",".264",".412",".294",".311",".306",".149","71.8",25,15,11.8,36.1,28.5,"7.2",3,"90.2","13.6",35.5,7.7,43.2,"80.150417821","94.370308258",22.7,51.7
"Kelly, Joe",523260,2024,36,"35","32.0",143,119,31,21,6,0,4,35,16,24.5,11.2,".261",".412",".369","0.781",".238",".410",".344",".345",".355",".172","70.4",19.1,11.9,9,30.8,23.4,"7.1",2,"88.7","8",33.7,12.8,43,"77.07031093","94.621151294",22.4,46.2
"Thorpe, Drew",689672,2024,23,"9","44.1",190,165,35,16,11,0,8,25,21,13.2,11.1,".212",".424",".302","0.726",".242",".430",".315",".333",".329",".188","71.6",24.6,17,13,36.1,27.6,"7.6",3,"87.4","16.1",34.5,7,37.3,"75.101293662","93.96069617",23.9,45.9
"Poche, Colin",621363,2024,30,"43","37.1",153,138,30,20,3,0,7,33,13,21.6,8.5,".217",".391",".281","0.672",".234",".413",".287",".304",".296",".179","72.2",25.2,19.7,15.8,37.6,30.2,"7.3",6,"91.1","20.3",28,8.4,42.1,"81.679298113","94.799158095",23.4,48.1
"Hanifee, Brenan",669724,2024,26,"21","29.1",120,114,27,19,4,2,2,23,6,19.2,5,".237",".360",".275","0.635",".241",".342",".277",".273",".279",".101","72.3",32.4,10.6,8.9,25.6,21.6,"7.3",2,"86.1","4.8",27.5,4.4,36.3,"73.991411957","93.210307363",17.7,49.2
"Teheran, Julio",527054,2024,33,"1","2.2",16,14,6,4,1,0,1,3,2,18.8,12.5,".429",".714",".500","1.214",".291",".593",".513",".412",".380",".302","74.6",45.8,20,16.7,35,29.2,"7.5",2,"89.2","19.5",36.4,9.1,45.5,"76.715723333","96.133415455",25.8,45.6
"Blewett, Scott",656240,2024,28,"12","20.1",85,76,17,10,5,0,2,18,8,21.2,9.4,".224",".368",".306","0.674",".246",".388",".290",".307",".326",".143","71.4",24.6,16.2,12,38.1,28.2,"7.3",3,"91.9","14.3",27.6,8.6,46.6,"82.342848966","95.382558966",25.7,52.4
"Erceg, Lucas",668674,2024,29,"61","61.2",253,231,49,35,10,1,3,72,16,28.5,6.3,".212",".303",".281","0.584",".223",".340",".259",".280",".291",".116","71.6",23.8,10.6,7.4,29.2,20.5,"7.3",11,"85.9","6.6",31.4,6.3,33.3,"74.037423125","92.89598956",31,47.6
"Kinley, Tyler",641755,2024,33,"67","64.0",285,246,61,34,14,2,11,72,33,25.3,11.6,".248",".455",".338","0.793",".244",".408",".341",".325",".336",".164","71.3",19.8,8.5,5.8,26.4,18.1,"7.8",16,"87.5","15.5",37.6,9,33.1,"75.749425568","93.748627829",33.1,50
"Green, Chad",643338,2024,33,"53","53.1",210,190,41,26,7,0,8,46,14,21.9,6.7,".216",".379",".271","0.650",".233",".426",".276",".302",".288",".193","71.6",24.7,14.5,11.3,32.1,24.9,"7.2",6,"91.3","17.2",35.1,8.8,45.9,"81.357816622","95.150588986",23.3,52.6
"Feyereisen, J.P.",656420,2024,31,"10","11.0",48,42,11,5,3,0,3,9,5,18.8,10.4,".262",".548",".354","0.902",".287",".590",".385",".411",".376",".303","72",25.4,14.8,11.3,37,28.2,"7.5",0,"92.6","19.9",36.4,18.2,42.4,"82.473118235","95.887814242",21.3,49.7
"Keller, Mitch",656605,2024,28,"31","178.0",773,697,182,110,38,11,23,166,50,21.5,6.5,".261",".446",".321","0.767",".249",".409",".331",".320",".313",".160","71.1",18.5,12.9,10.5,33.9,27.5,"7.1",23,"88.8","12.4",38,7.2,39.3,"77.859026134","94.078079089",21.5,47.6
"Jacques, Joe",682175,2024,29,"2","3.0",16,14,6,4,1,0,1,2,1,12.5,6.3,".429",".714",".500","1.214",".446",".786",".515",".550",".515",".340","70.1",15,31.3,25,56.3,45,"7.2",0,"87.1","0.1",41.7,16.7,50,"72.731283333","95.712816667",16.7,48
"Bradish, Kyle",680694,2024,27,"8","39.1",163,144,27,17,6,2,2,53,15,32.5,9.2,".188",".299",".278","0.577",".179",".291",".261",".257",".271",".112","70.8",18.6,8.9,6.9,24.2,18.6,"7.3",7,"84.8","3.1",31.9,6.6,28.6,"73.161206222","92.295026556",26.9,42
"Tate, Dillon",622253,2024,30,"33","36.2",164,147,42,32,8,0,2,27,12,16.5,7.3,".286",".381",".354","0.735",".244",".361",".326",".303",".317",".117","71.6",22.6,12.1,10.1,32.4,27.2,"7.3",1,"87.5","8.2",32.2,5,30.6,"76.936454","93.004608833",19.3,45.8
"Lawrence, Justin",664875,2024,29,"56","59.2",279,233,73,52,11,1,9,45,33,16.1,11.8,".313",".485",".408","0.893",".299",".453",".387",".375",".399",".154","70.5",20.5,17.5,13.9,37.7,29.9,"7.3",11,"90","5.7",32.5,7.7,42.3,"78.840013125","94.88308445",22.6,43.4
"Rutledge, Jackson",671131,2024,25,"3","8.1",34,31,8,4,3,0,1,9,2,26.5,5.9,".258",".452",".324","0.776",".274",".452",".336",".346",".338",".178","72",32,18.6,16,30.2,26,"7.2",3,"90.3","8.9",36.4,9.1,36.4,"80.923942727","93.998442273",24.2,44.6
"Herz, DJ",687792,2024,23,"19","88.2",382,340,76,53,11,1,11,106,36,27.7,9.4,".224",".359",".303","0.662",".208",".340",".294",".281",".289",".133","71.7",25.2,10.7,7.7,29.5,21.3,"7.3",13,"89.4","18",30.9,8.1,34.7,"79.798700259","93.635577013",29.3,48.9
"Schreiber, John",670167,2024,30,"59","51.2",224,198,48,36,10,1,1,46,20,20.5,8.9,".242",".318",".321","0.639",".229",".316",".287",".286",".312",".087","71",17.7,13.9,11,32.2,25.5,"7.1",6,"89","10.2",25.3,3.9,37,"77.776550533","94.1672988",21.6,45.6
"Birdsong, Hayden",806185,2024,22,"16","72.0",315,264,57,34,11,1,11,88,43,27.9,13.7,".216",".390",".332","0.722",".231",".401",".321",".331",".345",".171","71.1",21.9,17.4,12.4,36.7,26.1,"7.3",10,"92","13.8",32.8,8.9,50,"82.066002273","95.853044148",29.8,42.6
"Harvey, Hunter",640451,2024,29,"49","50.2",219,197,51,26,19,1,5,55,16,25.1,7.3,".259",".442",".330","0.772",".279",".454",".333",".347",".349",".175","71.4",23.4,14.8,10.9,29.6,21.7,"7.2",13,"90.4","10.9",37.8,9.1,48.3,"79.357152958","95.304975106",27.1,51.3
"Waldrep, Hurston",694462,2024,22,"2","7.0",36,27,9,5,1,0,3,3,8,8.3,22.2,".333",".704",".500","1.204",".233",".366",".501",".366",".425",".133","70.6",12.5,15.8,12.5,34.2,27.1,"7.6",0,"84.9","12.8",20.8,4.2,33.3,"71.122340833","93.338190833",20.8,39.8
"Oller, Adam",670124,2024,29,"8","42.1",189,165,43,28,8,0,7,36,22,19,11.6,".261",".436",".354","0.790",".234",".411",".347",".329",".332",".177","71.6",22.1,14.4,11.4,39.1,30.9,"7.2",5,"90.4","18.2",28.7,8.5,38.8,"81.188518438","94.207483228",21.5,43.2
"Strahm, Matt",621381,2024,32,"66","62.2",237,217,36,20,12,0,4,79,11,33.3,4.6,".166",".276",".224","0.500",".188",".309",".221",".243",".244",".121","71.3",21.2,9.3,7.1,25.7,19.4,"7",7,"89.2","21.6",36.2,7.1,37.6,"78.994658","93.952678214",26.7,53.1
"Chirinos, Yonny",630023,2024,30,"6","30.0",144,127,43,26,9,1,7,25,13,17.4,9,".339",".591",".410","1.001",".248",".427",".425",".333",".331",".179","71.6",19,12.5,10,35.2,28.1,"7.2",1,"87.6","20",33,7.8,35,"76.401044314","93.547245743",20.7,46.8
"Zulueta, Yosver",691172,2024,26,"12","16.1",69,61,15,10,3,0,2,20,7,29,10.1,".246",".393",".333","0.726",".198",".335",".322",".282",".291",".137","70.5",16.7,21.6,17.8,39.2,32.2,"7",4,"91.1","0.3",26.8,9.8,46.3,"80.439526667","95.430243659",21.6,38.8
