Player Name,Team,Position,Salary,Years,Total Value,Average Annual,Normalized Name,p_game,p_formatted_ip,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Clase, Emmanuel",Guardians,RHP,2900000,,0,0.0,Emmanuel Clase,74,74.1,270,253,39,31,6,0,2,66,10,24.4,3.7,0.154,0.202,0.19,0.392,0.214,0.303,0.175,0.245,0.249,0.089,71.2,20.2,8.7,6.5,30.0,22.4,7.0,14.0,86.5,3.0,31.8,3.6,29.7,75.486946211,92.771488368,27.1,56.3
"Sims, Lucas",Reds,RHP,2850000,,0,0.0,Lucas Sims,58,49.1,215,179,41,25,7,1,8,49,30,22.8,14.0,0.229,0.413,0.341,0.754,0.222,0.384,0.331,0.32,0.336,0.162,71.1,19.1,11.6,8.8,25.9,19.8,7.5,9.0,85.4,24.1,32.8,9.7,31.3,72.820974545,92.992474394,25.8,46.4
"Swanson, Erik",Blue Jays,RHP,2750000,,0,0.0,Erik Swanson,45,39.1,168,153,36,15,10,0,11,37,14,22.0,8.3,0.235,0.516,0.304,0.82,0.271,0.466,0.349,0.347,0.336,0.195,71.2,22.7,17.5,13.4,34.9,26.8,7.2,4.0,92.0,12.8,38.8,12.1,50.0,82.565098793,95.443421034,23.5,50.4
"Trevino, Jose",Yankees,C,2730000,,0,0.0,Jose Trevino,2,2.0,13,11,5,2,3,0,0,0,2,0.0,15.4,0.455,0.727,0.538,1.265,0.514,0.816,0.531,0.587,0.589,0.302,72.7,27.8,35.3,33.3,47.1,44.4,7.1,0.0,97.6,8.1,63.6,18.2,72.7,91.909515,98.283764545,5.0,46.5
"Graterol, Brusdar",Dodgers,RHP,2700000,,0,0.0,Brusdar Graterol,7,7.1,26,25,3,3,0,0,0,7,1,26.9,3.8,0.12,0.12,0.154,0.274,0.255,0.31,0.128,0.265,0.284,0.056,71.0,22.2,9.3,7.9,25.9,22.2,7.0,2.0,84.3,12.8,44.4,0.0,27.8,71.830585556,92.447147778,26.5,48.5
"Adam, Jason",Rays,RHP,2700000,,0,0.0,Jason Adam,74,73.2,282,251,40,26,8,1,5,81,23,28.7,8.2,0.159,0.259,0.245,0.504,0.203,0.336,0.224,0.276,0.286,0.133,71.8,24.5,13.1,8.3,34.0,21.5,7.5,9.0,88.5,13.8,29.7,6.4,37.8,77.075266941,94.095814556,38.4,50.3
"Skubal, Tarik",Tigers,LHP,2650000,,0,0.0,Tarik Skubal,31,192.0,753,705,142,99,24,4,15,228,35,30.3,4.6,0.201,0.311,0.247,0.558,0.208,0.328,0.246,0.257,0.253,0.121,71.1,21.0,11.6,8.0,30.4,21.0,7.2,21.0,87.5,12.0,33.1,6.7,33.9,76.236530506,93.34039981,31.9,51.8
"Canning, Griffin",Angels,RHP,2600000,,0,0.0,Griffin Canning,32,171.2,739,656,174,112,28,3,31,130,66,17.6,8.9,0.265,0.459,0.334,0.793,0.259,0.437,0.341,0.334,0.33,0.178,72.2,26.8,14.7,11.3,36.1,27.8,7.4,26.0,90.5,14.3,32.4,8.6,41.9,80.443886517,94.700505891,24.5,48.4
"Paddack, Chris",Twins,RHP,2525000,3,12525000,4175000.0,Chris Paddack,17,88.1,384,360,102,72,16,0,14,79,21,20.6,5.5,0.283,0.444,0.323,0.767,0.272,0.464,0.332,0.336,0.314,0.192,71.4,23.6,17.8,14.0,37.8,29.8,7.3,15.0,90.4,14.3,40.6,9.9,43.1,79.362526643,95.101850323,24.0,49.4
"Suter, Brent",Reds,LHP,2500000,,0,0.0,Brent Suter,47,65.2,270,253,63,41,11,1,10,50,12,18.5,4.4,0.249,0.419,0.289,0.708,0.27,0.416,0.305,0.316,0.309,0.146,71.2,19.9,12.0,9.7,32.7,26.4,7.2,8.0,86.1,13.8,33.7,7.3,30.2,74.757662549,92.793075567,20.2,49.8
"Ferguson, Caleb",Yankees,LHP,2400000,,0,0.0,Caleb Ferguson,62,54.1,249,219,56,39,11,0,6,67,25,26.9,10.0,0.256,0.388,0.341,0.729,0.243,0.371,0.322,0.313,0.332,0.128,71.0,19.2,12.1,8.9,32.6,24.1,7.0,6.0,88.2,9.9,35.9,6.5,37.3,76.920219605,93.769485329,26.6,47.1
"Poche, Colin",Rays,LHP,2375000,,0,0.0,Colin Poche,43,37.1,153,138,30,20,3,0,7,33,13,21.6,8.5,0.217,0.391,0.281,0.672,0.234,0.413,0.287,0.304,0.296,0.179,72.2,25.2,19.7,15.8,37.6,30.2,7.3,6.0,91.1,20.3,28.0,8.4,42.1,81.679298113,94.799158095,23.4,48.1
"Bubic, Kris",Royals,LHP,2350000,,0,0.0,Kris Bubic,27,30.1,121,112,26,18,5,1,2,39,5,32.2,4.1,0.232,0.348,0.261,0.609,0.191,0.27,0.252,0.209,0.223,0.08,70.7,16.6,12.3,8.9,24.0,17.4,7.1,6.0,83.4,3.0,26.0,2.6,28.6,70.912425946,92.231484384,30.5,50.5
"Harvey, Hunter",Nationals,RHP,2325000,,0,0.0,Hunter Harvey,49,50.2,219,197,51,26,19,1,5,55,16,25.1,7.3,0.259,0.442,0.33,0.772,0.279,0.454,0.333,0.347,0.349,0.175,71.4,23.4,14.8,10.9,29.6,21.7,7.2,13.0,90.4,10.9,37.8,9.1,48.3,79.357152958,95.304975106,27.1,51.3
"Coulombe, Danny",Orioles,LHP,2300000,,0,0.0,Danny Coulombe,33,29.2,107,102,15,9,3,0,3,32,5,29.9,4.7,0.147,0.265,0.187,0.452,0.214,0.357,0.199,0.266,0.251,0.143,71.3,17.2,15.0,11.5,33.8,25.9,7.3,1.0,90.3,11.8,27.1,5.7,47.1,79.797467143,95.036747681,24.0,44.6
"Kittredge, Andrew",Cardinals,RHP,2262500,,0,0.0,Andrew Kittredge,74,70.2,287,263,60,37,12,1,10,67,20,23.3,7.0,0.228,0.395,0.28,0.675,0.25,0.412,0.289,0.308,0.302,0.162,71.7,24.0,12.2,9.0,35.5,26.2,7.4,12.0,88.9,11.8,33.0,8.5,39.5,78.235916364,94.033771218,27.8,53.5
"Floro, Dylan",Nationals,RHP,2250000,,0,0.0,Dylan Floro,66,68.2,279,258,65,50,10,0,5,48,17,17.2,6.1,0.252,0.349,0.299,0.648,0.261,0.389,0.285,0.307,0.309,0.128,71.5,20.3,15.3,12.6,41.2,34.0,7.3,4.0,90.2,10.9,34.3,4.2,39.0,80.702774615,94.144938798,18.4,42.1
"Farmer, Buck",Reds,RHP,2250000,,0,0.0,Buck Farmer,61,71.0,299,260,56,31,17,1,7,70,29,23.4,9.7,0.215,0.369,0.309,0.678,0.238,0.397,0.293,0.314,0.328,0.16,71.3,22.2,13.0,9.8,30.3,22.9,7.5,9.0,88.3,18.1,36.8,8.3,35.8,77.568256211,93.605760895,26.1,45.9
"Smith, Drew",Mets,RHP,2225000,,0,0.0,Drew Smith,19,17.2,79,68,18,11,4,1,2,23,9,29.1,11.4,0.265,0.441,0.342,0.783,0.23,0.397,0.337,0.324,0.327,0.167,71.9,25.0,14.3,10.0,31.0,21.7,7.3,2.0,91.6,24.9,38.3,10.6,38.3,82.677485217,94.755003478,31.0,53.0
"Hoffman, Jeff",Phillies,RHP,2200000,,0,0.0,Jeff Hoffman,68,66.1,265,244,48,31,9,2,6,89,16,33.6,6.0,0.197,0.324,0.253,0.577,0.202,0.343,0.252,0.264,0.259,0.142,71.2,18.6,13.2,9.1,31.6,21.8,7.4,19.0,88.3,17.3,32.5,7.6,42.0,76.330911667,94.532854103,35.3,51.7
"Richards, Trevor",Blue Jays,RHP,2150000,,0,0.0,Trevor Richards,55,65.1,277,234,44,30,7,0,7,62,35,22.4,12.6,0.188,0.308,0.295,0.603,0.205,0.334,0.273,0.295,0.313,0.129,70.3,15.7,10.9,8.7,34.5,27.7,7.3,9.0,88.3,18.8,31.1,6.8,37.9,78.119635568,93.442446193,23.4,44.2
"Peterson, David",Mets,LHP,2150000,,0,0.0,David Peterson,21,121.0,510,453,110,79,22,1,8,101,46,19.8,9.0,0.243,0.349,0.32,0.669,0.261,0.397,0.299,0.329,0.339,0.136,71.6,23.3,17.5,13.3,37.4,28.3,7.2,17.0,89.3,7.2,35.7,7.3,42.7,78.331204972,94.426613853,25.6,47.8
"Alzolay, Adbert",Cubs,RHP,2110000,,0,0.0,Adbert Alzolay,18,17.1,75,68,19,12,1,0,6,13,6,17.3,8.0,0.279,0.559,0.347,0.906,0.292,0.548,0.387,0.388,0.358,0.257,71.8,22.8,16.9,13.2,37.1,28.9,7.4,4.0,92.0,16.8,40.0,16.4,38.2,83.454741786,94.499834727,22.9,46.5
"Milner, Hoby",Brewers,LHP,2050000,,0,0.0,Hoby Milner,61,64.2,268,244,63,44,11,2,6,64,14,23.9,5.2,0.258,0.393,0.299,0.692,0.249,0.346,0.297,0.28,0.292,0.097,71.2,20.6,16.3,13.6,36.9,30.7,7.1,8.0,87.7,8.4,30.9,2.7,36.2,75.77361,93.945962541,19.3,43.2
"Armstrong, Shawn",Rays,RHP,2050000,,0,0.0,Shawn Armstrong,57,66.2,295,266,77,52,17,2,6,66,25,22.4,8.5,0.289,0.436,0.354,0.79,0.277,0.442,0.345,0.345,0.345,0.165,71.5,20.8,12.6,9.8,28.5,22.0,7.1,2.0,88.9,16.7,36.6,8.9,38.1,77.5847539,94.1636783,22.9,50.9
"Schmidt, Clarke",Yankees,RHP,2025000,,0,0.0,Clarke Schmidt,16,85.1,353,309,71,50,11,2,8,93,30,26.3,8.5,0.23,0.356,0.312,0.668,0.225,0.353,0.296,0.301,0.314,0.127,71.6,25.2,12.9,9.5,30.6,22.5,7.2,6.0,89.1,16.0,31.7,5.9,38.0,78.87294578,93.864991613,29.4,44.2
"Carrasco, Carlos",Guardians,RHP,2000000,,0,0.0,Carlos Carrasco,21,103.2,447,406,112,62,26,5,19,89,33,19.9,7.4,0.276,0.505,0.336,0.841,0.26,0.436,0.36,0.333,0.324,0.176,72.1,27.2,15.6,12.4,33.6,26.7,7.5,13.0,89.3,10.8,35.3,8.1,38.8,78.887420443,94.036830506,22.7,48.7
"Barnes, Matt",Nationals,RHP,2000000,,0,0.0,Matt Barnes,14,13.1,60,55,16,11,4,0,1,10,4,16.7,6.7,0.291,0.418,0.339,0.757,0.3,0.502,0.331,0.367,0.347,0.202,71.3,22.5,15.9,12.5,38.1,30.0,7.6,1.0,90.9,17.0,35.6,8.9,42.2,81.955901304,94.563877556,21.5,45.1
"Crawford, Brandon",Cardinals,SS,2000000,,0,0.0,Brandon Crawford,1,1.1,10,7,3,3,0,0,0,0,2,0.0,20.0,0.429,0.429,0.6,1.029,0.311,0.438,0.474,0.436,0.518,0.128,74.7,50.0,33.3,33.3,33.3,33.3,7.0,0.0,84.6,8.3,42.9,0.0,42.9,70.31756,94.729102857,0.0,28.6
"Hudson, Daniel",Dodgers,RHP,2000000,,0,0.0,Daniel Hudson,65,63.0,253,232,46,27,8,1,10,63,19,24.9,7.5,0.198,0.371,0.261,0.632,0.216,0.422,0.274,0.302,0.278,0.207,72.1,27.9,16.7,11.8,34.2,24.2,7.4,10.0,90.4,18.1,30.6,12.4,49.4,79.881588,94.914381059,32.3,50.6
"Irvin, Cole",Orioles,LHP,2000000,,0,0.0,Cole Irvin,29,111.0,492,450,132,81,28,5,18,78,29,15.9,5.9,0.293,0.498,0.34,0.838,0.291,0.509,0.357,0.364,0.34,0.218,71.7,23.6,16.4,13.7,36.6,30.6,7.3,4.0,89.9,15.3,38.8,12.7,40.9,79.667176223,94.409981813,17.0,48.3
"Turnbull, Spencer",Phillies,RHP,2000000,,0,0.0,Spencer Turnbull,17,54.1,222,197,37,22,9,0,6,58,20,26.1,9.0,0.188,0.325,0.279,0.604,0.229,0.38,0.272,0.311,0.316,0.151,71.2,20.1,10.6,8.1,27.5,21.0,7.3,4.0,87.8,10.7,33.1,7.2,42.4,76.427432143,93.732989209,25.4,42.6
"Weaver, Luke",Yankees,RHP,2000000,,0,0.0,Luke Weaver,62,84.0,331,296,52,29,9,4,10,103,26,31.1,7.9,0.176,0.334,0.248,0.582,0.2,0.36,0.256,0.283,0.275,0.161,71.4,22.4,11.5,7.6,30.6,20.1,7.3,12.0,89.1,16.5,36.4,8.6,38.4,77.937654388,94.297465641,33.5,49.7
"Wells, Tyler",Orioles,RHP,1962500,,0,0.0,Tyler Wells,3,15.1,67,64,18,10,4,1,3,13,3,19.4,4.5,0.281,0.516,0.313,0.829,0.316,0.615,0.353,0.408,0.346,0.3,72.5,20.3,20.0,16.2,33.3,27.0,7.6,1.0,89.9,17.0,37.3,11.8,45.1,77.833022692,95.39068098,27.2,52.5
"Alexander, Tyler",Rays,LHP,1950000,,0,0.0,Tyler Alexander,23,107.2,455,419,110,66,20,1,23,90,24,19.8,5.3,0.263,0.48,0.307,0.787,0.259,0.464,0.335,0.332,0.307,0.205,72.0,25.2,14.8,11.8,35.1,28.1,7.2,5.0,88.4,21.0,36.6,9.8,37.2,77.467554182,93.866581333,20.1,50.0
"Matzek, Tyler",Braves,LHP,1900000,,0,0.0,Tyler Matzek,11,10.0,48,45,16,11,1,1,3,10,3,20.8,6.3,0.356,0.622,0.396,1.018,0.324,0.596,0.432,0.41,0.366,0.272,73.0,33.8,21.7,20.0,31.7,29.2,7.4,0.0,93.3,11.6,48.6,17.1,51.4,84.206898333,96.189313714,15.2,51.4
"Almonte, Yency",Cubs,RHP,1900000,,0,0.0,Yency Almonte,17,15.2,67,56,9,6,1,1,1,20,8,29.9,11.9,0.161,0.268,0.284,0.552,0.199,0.307,0.249,0.283,0.317,0.108,71.5,19.8,8.1,6.2,25.8,19.8,7.4,5.0,84.5,14.5,32.4,8.1,32.4,72.425972632,92.640866486,30.9,41.2
"Rasmussen, Drew",Rays,RHP,1862500,,0,0.0,Drew Rasmussen,16,28.2,116,109,25,20,5,0,0,35,6,30.2,5.2,0.229,0.275,0.267,0.542,0.193,0.253,0.242,0.219,0.233,0.06,70.9,18.2,10.2,7.2,33.1,23.2,7.0,10.0,86.2,6.6,24.0,0.0,36.0,74.485188947,93.140661333,31.4,47.9
"Littell, Zack",Rays,RHP,1850000,,0,0.0,Zack Littell,29,156.1,656,618,164,111,29,2,22,141,31,21.5,4.7,0.265,0.426,0.306,0.732,0.263,0.436,0.317,0.321,0.303,0.173,72.0,25.5,14.8,11.6,33.7,26.4,7.4,19.0,89.3,18.1,36.2,9.6,39.2,78.590295546,94.137344568,23.1,51.9
"Puk, A.J.",Marlins,LHP,1800000,,0,0.0,A.J. Puk,62,71.1,294,262,51,28,17,1,5,88,28,29.9,9.5,0.195,0.324,0.276,0.6,0.197,0.293,0.265,0.257,0.279,0.096,71.0,20.3,8.3,5.9,28.7,20.5,7.3,14.0,86.2,16.8,35.2,4.0,33.5,74.536264828,92.955833678,31.8,49.3
"Hill, Tim",White Sox,LHP,1800000,,0,0.0,Tim Hill,62,67.0,290,265,77,68,7,0,2,31,19,10.7,6.6,0.291,0.34,0.339,0.679,0.263,0.324,0.3,0.293,0.319,0.061,70.7,16.2,14.6,12.8,36.1,31.6,6.9,4.0,88.0,-6.8,20.2,1.7,40.8,75.646733932,94.325600427,12.8,50.8
"Abreu, Bryan",Astros,RHP,1750000,,0,0.0,Bryan Abreu,78,78.1,325,285,59,39,10,1,9,103,32,31.7,9.8,0.207,0.344,0.299,0.643,0.199,0.33,0.288,0.282,0.293,0.132,71.2,16.9,12.8,9.0,32.3,22.8,7.4,16.0,90.4,16.0,32.1,8.7,38.0,81.143034674,94.097664645,34.0,46.2
"Flexen, Chris",White Sox,RHP,1750000,,0,0.0,Chris Flexen,33,160.0,707,635,180,109,44,3,24,123,63,17.4,8.9,0.283,0.476,0.349,0.825,0.258,0.437,0.355,0.333,0.327,0.179,71.6,23.6,13.7,10.8,35.5,27.9,7.4,13.0,88.7,17.3,37.0,8.1,37.4,77.948608016,93.935523035,22.7,46.0
"Beeks, Jalen",Rockies,LHP,1675000,,0,0.0,Jalen Beeks,71,70.0,312,276,77,60,10,1,6,55,27,17.6,8.7,0.279,0.388,0.346,0.734,0.242,0.371,0.322,0.301,0.315,0.129,71.2,20.1,10.4,8.1,31.5,24.5,7.2,10.0,87.2,13.5,30.4,4.8,33.0,75.987063153,93.31572095,23.2,47.3
"Cimber, Adam",Angels,RHP,1650000,,0,0.0,Adam Cimber,28,24.1,107,85,20,16,3,0,1,19,14,17.8,13.1,0.235,0.306,0.377,0.683,0.256,0.39,0.313,0.357,0.399,0.134,71.4,24.8,14.9,12.8,31.6,27.1,7.0,1.0,88.3,10.0,42.6,8.8,35.3,77.610750588,93.678002836,16.3,42.8
"Payamps, Joel",Brewers,RHP,1650000,,0,0.0,Joel Payamps,68,59.0,235,212,39,21,10,1,7,59,18,25.1,7.7,0.184,0.34,0.253,0.593,0.238,0.424,0.254,0.313,0.305,0.186,71.8,24.4,14.7,10.9,33.3,24.6,7.4,5.0,89.4,15.9,34.0,9.6,43.6,78.170104675,94.581484248,27.1,48.1
"McKenzie, Triston",Guardians,RHP,1600000,,0,0.0,Triston McKenzie,16,75.2,340,288,69,39,10,1,19,74,49,21.8,14.4,0.24,0.479,0.351,0.83,0.242,0.482,0.359,0.361,0.353,0.24,71.8,24.0,16.7,13.3,36.6,29.2,7.5,8.0,90.7,20.0,31.6,13.0,41.9,80.739328131,94.829605352,23.1,42.5
"Borucki, Ryan",Pirates,LHP,1600000,,0,0.0,Ryan Borucki,14,11.0,51,45,14,9,3,0,2,13,4,25.5,7.8,0.311,0.511,0.38,0.891,0.314,0.548,0.385,0.401,0.383,0.234,71.5,20.8,23.1,17.0,38.5,28.3,7.5,1.0,89.1,5.4,42.4,12.1,33.3,78.611337333,93.834587,34.5,50.0
"Anderson, Nick",Royals,RHP,1575000,,0,0.0,Nick Anderson,37,35.2,153,135,35,18,11,0,6,29,15,19.0,9.8,0.259,0.474,0.333,0.807,0.268,0.456,0.344,0.346,0.345,0.188,70.9,18.8,11.9,9.2,35.1,27.1,7.2,1.0,89.2,15.2,37.0,7.4,38.0,78.729160926,93.902136852,23.4,44.7
"Rogers, Trevor",Marlins,LHP,1530000,,0,0.0,Trevor Rogers,25,124.1,562,491,140,86,37,3,14,97,56,17.3,10.0,0.285,0.458,0.357,0.815,0.275,0.436,0.35,0.347,0.353,0.161,72.1,26.2,16.7,13.5,34.7,28.1,7.4,12.0,90.7,10.4,33.3,8.4,44.4,80.391399303,94.92394505,20.9,46.2
"Law, Derek",Nationals,RHP,1500000,,0,0.0,Derek Law,75,90.0,365,333,82,63,11,1,7,76,24,20.8,6.6,0.246,0.348,0.294,0.642,0.258,0.362,0.282,0.298,0.309,0.103,71.5,20.3,11.7,8.4,33.7,24.3,7.5,14.0,88.2,9.0,34.5,3.8,35.2,77.850689847,93.340480649,28.6,49.9
"Wilson, Justin",Reds,LHP,1500000,,0,0.0,Justin Wilson,60,46.2,209,192,55,35,10,0,10,51,13,24.4,6.2,0.286,0.495,0.335,0.83,0.245,0.439,0.354,0.318,0.299,0.195,72.0,24.3,12.9,9.7,28.0,21.0,7.1,8.0,88.6,17.8,35.7,11.2,41.3,76.709771268,94.558569007,25.1,55.1
"Leone, Dominic",White Sox,RHP,1500000,,0,0.0,Dominic Leone,23,19.0,89,73,20,10,6,0,4,17,14,19.1,15.7,0.274,0.521,0.382,0.903,0.268,0.456,0.381,0.369,0.386,0.188,71.7,22.6,9.6,6.0,32.5,20.3,7.4,6.0,88.0,7.1,34.5,10.3,34.5,78.087517241,93.09394,38.0,46.0
"Ross, Joe",Brewers,RHP,1500000,,0,0.0,Joe Ross,25,74.0,321,287,72,55,10,0,7,66,29,20.6,9.0,0.251,0.359,0.319,0.678,0.239,0.381,0.299,0.306,0.31,0.143,72.0,25.2,14.4,10.7,35.3,26.2,7.4,10.0,88.7,16.7,30.8,8.0,38.8,77.828361081,93.973218468,27.1,49.4
"Leiter Jr., Mark",Cubs,RHP,1500000,,0,0.0,Mark Leiter Jr.,60,58.0,256,231,55,37,9,1,8,86,22,33.6,8.6,0.238,0.39,0.313,0.703,0.224,0.348,0.308,0.288,0.3,0.124,72.2,27.9,17.3,10.8,32.0,19.9,7.7,10.0,88.8,11.3,33.1,8.3,40.0,77.69809,94.120993819,38.3,46.8
"Rainey, Tanner",Nationals,RHP,1500000,,0,0.0,Tanner Rainey,50,51.0,231,197,47,29,9,1,8,44,29,19.0,12.6,0.239,0.416,0.346,0.762,0.237,0.473,0.335,0.356,0.347,0.236,71.8,25.3,12.5,9.5,29.9,22.8,7.4,7.0,91.1,25.8,33.8,14.3,42.9,81.766235844,94.688285098,26.0,49.1
"Tate, Dillon",Orioles,RHP,1500000,,0,0.0,Dillon Tate,33,36.2,164,147,42,32,8,0,2,27,12,16.5,7.3,0.286,0.381,0.354,0.735,0.244,0.361,0.326,0.303,0.317,0.117,71.6,22.6,12.1,10.1,32.4,27.2,7.3,1.0,87.5,8.2,32.2,5.0,30.6,76.936454,93.004608833,19.3,45.8
"Hudson, Dakota",Rockies,RHP,1500000,,0,0.0,Dakota Hudson,18,89.0,404,346,99,69,19,0,11,49,50,12.1,12.4,0.286,0.436,0.382,0.818,0.291,0.45,0.36,0.37,0.388,0.159,72.2,26.4,17.2,14.1,43.6,35.7,7.5,5.0,89.9,7.6,31.7,6.3,42.0,78.864896622,94.869387534,18.6,42.1
"Thompson, Ryan",Diamondbacks,RHP,1350000,,0,0.0,Ryan Thompson,67,66.1,272,252,64,47,8,4,5,52,15,19.1,5.5,0.254,0.377,0.296,0.673,0.258,0.405,0.29,0.309,0.302,0.148,72.3,28.5,19.4,15.3,37.2,29.3,7.2,8.0,90.0,-0.5,26.5,7.4,44.6,78.240616939,95.26022148,23.0,49.8
"Kinley, Tyler",Rockies,RHP,1300000,,0,0.0,Tyler Kinley,67,64.0,285,246,61,34,14,2,11,72,33,25.3,11.6,0.248,0.455,0.338,0.793,0.244,0.408,0.341,0.325,0.336,0.164,71.3,19.8,8.5,5.8,26.4,18.1,7.8,16.0,87.5,15.5,37.6,9.0,33.1,75.749425568,93.748627829,33.1,50.0
"Jackson, Jay",Twins,RHP,1300000,,0,0.0,Jay Jackson,20,26.1,114,105,28,16,4,1,7,29,9,25.4,7.9,0.267,0.524,0.325,0.849,0.256,0.456,0.362,0.334,0.315,0.201,71.7,22.3,10.8,8.4,28.1,21.8,7.5,4.0,88.3,16.0,42.1,10.5,42.1,77.270649474,93.731681316,25.7,49.0
"Chargois, JT",Marlins,RHP,1285000,,0,0.0,JT Chargois,36,36.1,146,131,24,15,3,0,6,30,13,20.5,8.9,0.183,0.344,0.267,0.611,0.238,0.428,0.269,0.323,0.316,0.19,71.0,15.0,14.6,11.4,37.4,29.1,7.3,3.0,89.7,16.3,38.6,7.9,41.6,79.274008627,94.218045545,23.7,47.1
"Voth, Austin",Mariners,RHP,1250000,,0,0.0,Austin Voth,68,61.0,248,226,46,28,8,1,9,61,18,24.6,7.3,0.204,0.367,0.271,0.638,0.21,0.345,0.281,0.276,0.277,0.135,71.4,19.6,13.5,9.5,32.4,22.9,7.4,13.0,85.8,16.2,40.4,7.8,29.5,74.551087439,92.540165854,31.6,48.4
"Anderson, Chase",Red Sox,RHP,1250000,,0,0.0,Chase Anderson,29,58.1,255,227,55,32,11,0,12,42,21,16.5,8.2,0.242,0.449,0.315,0.764,0.241,0.427,0.329,0.326,0.319,0.186,71.7,25.4,14.0,10.8,33.8,26.1,7.5,2.0,86.5,20.0,33.0,8.5,33.0,74.790460426,93.132957701,23.8,46.4
"Lambert, Peter",Rockies,RHP,1250000,,0,0.0,Peter Lambert,28,61.1,280,242,73,50,12,4,7,50,29,17.9,10.4,0.302,0.471,0.374,0.845,0.264,0.394,0.362,0.325,0.345,0.13,71.8,23.8,12.8,10.2,32.5,25.8,7.4,8.0,88.1,16.1,38.9,6.1,36.9,77.418341414,93.391432335,22.0,48.0
"Ginkel, Kevin",Diamondbacks,RHP,1225000,,0,0.0,Kevin Ginkel,72,70.0,291,270,69,46,16,1,6,77,15,26.5,5.2,0.256,0.389,0.3,0.689,0.232,0.359,0.3,0.281,0.28,0.126,70.6,18.2,12.9,9.9,32.8,25.2,7.1,16.0,89.8,10.0,35.2,5.6,40.8,79.446978557,94.349364691,27.9,49.3
"Beede, Tyler",Guardians,RHP,1200000,,0,0.0,Tyler Beede,13,14.0,68,54,16,10,3,1,2,18,9,26.5,13.2,0.296,0.5,0.418,0.918,0.237,0.348,0.393,0.335,0.377,0.112,72.7,33.8,8.3,6.3,25.0,18.8,7.8,0.0,89.1,8.2,31.6,5.3,44.7,78.822704211,94.105747568,29.7,44.5
"Waguespack, Jacob",Rays,RHP,1200000,,0,0.0,Jacob Waguespack,4,10.0,51,41,13,10,2,0,1,11,10,21.6,19.6,0.317,0.439,0.451,0.89,0.294,0.45,0.397,0.393,0.436,0.155,71.0,14.8,18.9,11.5,37.8,23.0,7.0,1.0,86.9,10.6,40.0,6.7,36.7,75.346148667,93.484988621,38.2,40.3
"Thornton, Trent",Mariners,RHP,1200000,,0,0.0,Trent Thornton,71,72.1,294,265,63,38,16,1,8,77,19,26.2,6.5,0.238,0.396,0.299,0.695,0.226,0.345,0.302,0.284,0.291,0.119,71.0,16.2,11.5,8.9,31.3,24.1,7.3,19.0,87.9,16.2,31.1,7.8,37.3,76.988763723,93.50760367,27.3,50.6
"Merryweather, Julian",Cubs,RHP,1175000,,0,0.0,Julian Merryweather,15,15.0,74,61,18,9,8,1,0,14,9,18.9,12.2,0.295,0.459,0.405,0.864,0.278,0.431,0.377,0.366,0.393,0.153,69.5,10.0,12.7,10.0,38.0,30.0,7.1,4.0,93.5,11.9,39.6,4.2,53.2,85.830069583,95.644192766,24.2,47.1
"Schreiber, John",Royals,RHP,1175000,,0,0.0,John Schreiber,59,51.2,224,198,48,36,10,1,1,46,20,20.5,8.9,0.242,0.318,0.321,0.639,0.229,0.316,0.287,0.286,0.312,0.087,71.0,17.7,13.9,11.0,32.2,25.5,7.1,6.0,89.0,10.2,25.3,3.9,37.0,77.776550533,94.1672988,21.6,45.6
"Bello, Brayan",Red Sox,RHP,1166667,6,55000000,9166667.0,Brayan Bello,30,162.1,702,622,157,107,31,0,19,153,64,21.8,9.1,0.252,0.394,0.33,0.724,0.256,0.4,0.319,0.328,0.336,0.144,71.9,23.5,14.7,11.1,32.7,24.6,7.4,23.0,88.5,6.2,34.2,7.4,41.1,76.384630975,94.524067665,25.9,46.3
"Hentges, Sam",Guardians,LHP,1162500,,0,0.0,Sam Hentges,25,23.2,91,85,18,9,6,0,3,27,5,29.7,5.5,0.212,0.388,0.256,0.644,0.207,0.313,0.278,0.25,0.252,0.106,70.9,14.7,11.1,8.0,38.0,27.3,7.3,1.0,89.1,11.0,32.8,5.2,36.2,79.353965,94.071008214,29.2,47.9
"De Los Santos, Enyel",Padres,RHP,1160000,,0,0.0,Enyel De Los Santos,64,64.0,278,248,65,30,17,1,17,66,25,23.7,9.0,0.262,0.544,0.342,0.886,0.249,0.483,0.377,0.351,0.33,0.235,71.4,17.1,14.5,10.2,29.9,21.0,7.4,6.0,89.3,17.5,35.2,12.6,42.3,77.963486333,94.634968833,29.3,52.4
"Young, Alex",Reds,LHP,1160000,,0,0.0,Alex Young,17,15.2,68,61,15,9,3,1,2,15,7,22.1,10.3,0.246,0.426,0.324,0.75,0.256,0.388,0.327,0.319,0.332,0.132,71.8,21.4,13.9,9.4,34.2,23.1,8.0,0.0,88.4,12.2,30.4,6.5,47.8,76.908942609,94.06068413,31.7,46.1
